Timestamp,City,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3
29-08-2022,Bengaluru,Bengaluru - Silk Board,23.37,62.85,26.1,18.43,5.57,1.09,25.54
30-08-2022,Bengaluru,Bengaluru - Silk Board,23.33,50.15,36.96,11.13,5.39,0.53,30.0
31-08-2022,Bengaluru,Bengaluru - Silk Board,16.29,34.87,36.91,10.41,5.51,0.47,28.72
01-09-2022,Bengaluru,Bengaluru - Silk Board,17.83,42.16,31.0,14.1,5.55,0.74,26.45
02-09-2022,Bengaluru,Bengaluru - Silk Board,22.87,70.54,31.13,15.58,5.57,0.85,27.39
03-09-2022,Bengaluru,Bengaluru - Silk Board,27.65,102.02,30.47,15.37,5.43,0.83,32.86
04-09-2022,Bengaluru,Bengaluru - Silk Board,20.21,78.48,27.47,16.91,5.55,0.86,28.74
05-09-2022,Bengaluru,Bengaluru - Silk Board,15.38,28.63,32.08,14.19,5.43,0.76,30.99
06-09-2022,Bengaluru,Bengaluru - Silk Board,16.16,43.06,28.68,15.83,5.62,0.76,27.81
07-09-2022,Bengaluru,Bengaluru - Silk Board,13.04,45.07,23.47,18.12,5.51,0.73,23.99
08-09-2022,Bengaluru,Bengaluru - Silk Board,10.49,45.74,20.97,19.36,5.35,0.71,23.29
09-09-2022,Bengaluru,Bengaluru - Silk Board,11.02,68.4,22.41,18.36,5.32,0.57,23.78
10-09-2022,Bengaluru,Bengaluru - Silk Board,,,,,,,
11-09-2022,Bengaluru,Bengaluru - Silk Board,,,,,,,
12-09-2022,Bengaluru,Bengaluru - Silk Board,,,,,,,
13-09-2022,Bengaluru,Bengaluru - Silk Board,16.81,87.14,7.57,27.88,5.72,1.44,22.08
14-09-2022,Bengaluru,Bengaluru - Silk Board,17.33,97.88,20.61,19.78,5.69,0.75,23.82
15-09-2022,Bengaluru,Bengaluru - Silk Board,20.18,141.02,18.43,21.75,5.78,0.88,23.13
16-09-2022,Bengaluru,Bengaluru - Silk Board,23.09,162.17,18.0,21.34,5.62,0.85,23.59
17-09-2022,Bengaluru,Bengaluru - Silk Board,24.83,149.45,16.8,22.91,5.68,0.91,27.62
18-09-2022,Bengaluru,Bengaluru - Silk Board,20.01,132.52,21.37,19.43,5.82,0.79,30.79
19-09-2022,Bengaluru,Bengaluru - Silk Board,23.11,158.96,14.38,23.37,5.83,0.89,30.3
20-09-2022,Bengaluru,Bengaluru - Silk Board,27.96,166.22,13.61,24.58,5.7,0.86,31.22
21-09-2022,Bengaluru,Bengaluru - Silk Board,28.51,164.65,12.81,29.28,5.87,1.23,30.3
22-09-2022,Bengaluru,Bengaluru - Silk Board,27.54,157.34,18.69,21.56,5.86,0.87,31.28
23-09-2022,Bengaluru,Bengaluru - Silk Board,28.77,147.2,23.13,19.06,5.84,0.93,31.61
24-09-2022,Bengaluru,Bengaluru - Silk Board,21.2,115.21,22.13,19.33,5.8,1.05,31.08
25-09-2022,Bengaluru,Bengaluru - Silk Board,22.29,115.55,31.76,17.67,5.68,1.07,31.88
26-09-2022,Bengaluru,Bengaluru - Silk Board,29.91,134.52,23.53,21.74,5.8,1.28,29.43
27-09-2022,Bengaluru,Bengaluru - Silk Board,24.21,120.5,28.36,15.73,5.7,0.86,29.47
28-09-2022,Bengaluru,Bengaluru - Silk Board,,,,,,,
29-09-2022,Bengaluru,Bengaluru - Silk Board,,,,,,,
30-09-2022,Bengaluru,Bengaluru - Silk Board,,,,,,,
01-10-2022,Bengaluru,Bengaluru - Silk Board,,,,,,,
02-10-2022,Bengaluru,Bengaluru - Silk Board,,,,,,,
03-10-2022,Bengaluru,Bengaluru - Silk Board,,,,,,,
04-10-2022,Bengaluru,Bengaluru - Silk Board,35.91,159.18,20.6,46.46,5.71,0.84,23.09
05-10-2022,Bengaluru,Bengaluru - Silk Board,33.97,127.54,21.32,49.68,5.59,0.95,24.55
06-10-2022,Bengaluru,Bengaluru - Silk Board,28.99,106.88,22.09,49.16,5.52,0.95,23.35
07-10-2022,Bengaluru,Bengaluru - Silk Board,29.5,123.38,18.03,32.67,5.49,0.77,22.38
08-10-2022,Bengaluru,Bengaluru - Silk Board,26.67,104.0,29.72,26.71,5.25,0.9,29.13
09-10-2022,Bengaluru,Bengaluru - Silk Board,21.84,77.79,44.45,18.93,5.55,1.27,21.72
10-10-2022,Bengaluru,Bengaluru - Silk Board,16.2,41.48,39.64,16.25,5.48,0.91,21.11
11-10-2022,Bengaluru,Bengaluru - Silk Board,17.82,50.65,26.94,10.96,5.59,0.56,24.81
12-10-2022,Bengaluru,Bengaluru - Silk Board,23.03,97.38,22.62,14.24,5.53,0.86,22.99
13-10-2022,Bengaluru,Bengaluru - Silk Board,18.65,62.49,27.42,12.33,5.51,0.6,26.29
14-10-2022,Bengaluru,Bengaluru - Silk Board,35.64,104.3,29.13,8.56,5.83,1.52,30.38
15-10-2022,Bengaluru,Bengaluru - Silk Board,14.31,40.37,33.24,5.53,5.71,0.81,24.63
16-10-2022,Bengaluru,Bengaluru - Silk Board,17.14,34.74,34.09,5.24,5.66,0.59,27.59
17-10-2022,Bengaluru,Bengaluru - Silk Board,8.86,25.24,36.18,4.1,5.6,0.46,24.02
18-10-2022,Bengaluru,Bengaluru - Silk Board,22.15,58.73,30.17,7.93,5.78,0.98,24.83
19-10-2022,Bengaluru,Bengaluru - Silk Board,20.15,87.47,31.86,7.32,5.6,0.72,26.37
20-10-2022,Bengaluru,Bengaluru - Silk Board,22.09,62.49,31.57,7.42,5.51,0.74,26.33
21-10-2022,Bengaluru,Bengaluru - Silk Board,20.76,79.05,30.01,6.24,5.69,0.56,26.76
22-10-2022,Bengaluru,Bengaluru - Silk Board,38.73,140.2,11.0,17.78,5.68,0.79,27.96
23-10-2022,Bengaluru,Bengaluru - Silk Board,57.85,179.83,19.58,18.53,6.41,0.93,29.83
24-10-2022,Bengaluru,Bengaluru - Silk Board,115.78,229.37,39.27,17.97,9.32,0.95,31.61
25-10-2022,Bengaluru,Bengaluru - Silk Board,110.94,261.92,26.67,40.94,9.7,1.24,29.13
26-10-2022,Bengaluru,Bengaluru - Silk Board,114.95,260.36,34.82,44.1,9.19,1.33,31.34
27-10-2022,Bengaluru,Bengaluru - Silk Board,46.85,167.09,35.11,35.1,7.79,0.97,28.81
28-10-2022,Bengaluru,Bengaluru - Silk Board,37.84,103.86,21.46,21.54,5.88,0.59,28.68
29-10-2022,Bengaluru,Bengaluru - Silk Board,34.29,73.28,25.98,11.32,5.72,0.54,31.27
30-10-2022,Bengaluru,Bengaluru - Silk Board,36.79,77.6,25.06,11.74,5.87,0.61,29.55
31-10-2022,Bengaluru,Bengaluru - Silk Board,53.72,138.2,22.57,15.69,6.01,0.74,30.95
01-11-2022,Bengaluru,Bengaluru - Silk Board,38.66,93.48,23.9,12.9,5.88,0.61,28.1
02-11-2022,Bengaluru,Bengaluru - Silk Board,11.94,55.93,20.83,15.38,5.81,0.6,21.51
03-11-2022,Bengaluru,Bengaluru - Silk Board,11.31,56.86,23.52,12.24,5.75,0.42,21.58
04-11-2022,Bengaluru,Bengaluru - Silk Board,11.67,43.86,24.66,10.51,5.61,0.47,23.29
05-11-2022,Bengaluru,Bengaluru - Silk Board,18.59,44.76,25.71,9.77,5.6,0.48,25.15
06-11-2022,Bengaluru,Bengaluru - Silk Board,33.53,80.5,25.95,9.58,5.69,0.51,28.58
07-11-2022,Bengaluru,Bengaluru - Silk Board,55.43,133.04,21.97,19.9,5.81,1.05,30.39
08-11-2022,Bengaluru,Bengaluru - Silk Board,48.73,116.94,21.27,18.57,5.71,0.93,26.64
09-11-2022,Bengaluru,Bengaluru - Silk Board,55.42,132.96,26.98,8.13,5.76,1.11,28.45
10-11-2022,Bengaluru,Bengaluru - Silk Board,44.88,107.69,22.93,16.06,5.57,0.56,29.3
11-11-2022,Bengaluru,Bengaluru - Silk Board,57.41,137.83,22.12,19.96,5.69,0.68,32.82
12-11-2022,Bengaluru,Bengaluru - Silk Board,22.88,54.99,19.36,20.12,5.61,0.68,27.81
13-11-2022,Bengaluru,Bengaluru - Silk Board,7.09,16.96,18.96,17.87,5.59,0.47,21.26
14-11-2022,Bengaluru,Bengaluru - Silk Board,11.29,26.96,18.95,18.28,5.67,0.5,23.31
15-11-2022,Bengaluru,Bengaluru - Silk Board,38.11,91.45,20.42,19.71,5.65,0.69,31.9
16-11-2022,Bengaluru,Bengaluru - Silk Board,59.72,143.32,19.11,25.69,5.62,0.88,30.62
17-11-2022,Bengaluru,Bengaluru - Silk Board,69.8,167.6,18.24,38.37,5.88,1.18,28.04
18-11-2022,Bengaluru,Bengaluru - Silk Board,61.56,147.88,17.79,45.04,5.77,1.14,30.81
19-11-2022,Bengaluru,Bengaluru - Silk Board,59.22,141.99,18.54,31.96,5.77,0.84,32.37
20-11-2022,Bengaluru,Bengaluru - Silk Board,60.68,145.58,15.88,36.88,5.61,0.94,28.64
21-11-2022,Bengaluru,Bengaluru - Silk Board,63.21,151.7,20.25,32.06,5.92,0.83,33.06
22-11-2022,Bengaluru,Bengaluru - Silk Board,28.41,68.2,16.77,24.22,5.71,0.82,24.22
23-11-2022,Bengaluru,Bengaluru - Silk Board,24.42,58.59,13.66,31.99,5.74,1.06,22.56
24-11-2022,Bengaluru,Bengaluru - Silk Board,20.03,48.03,21.4,16.99,5.55,0.71,23.1
25-11-2022,Bengaluru,Bengaluru - Silk Board,36.29,87.08,23.99,18.63,5.67,0.69,27.48
26-11-2022,Bengaluru,Bengaluru - Silk Board,26.3,63.15,23.31,14.95,5.62,0.52,26.78
27-11-2022,Bengaluru,Bengaluru - Silk Board,42.66,102.46,27.01,10.45,5.76,0.45,32.79
28-11-2022,Bengaluru,Bengaluru - Silk Board,65.76,157.89,24.99,15.22,5.88,0.79,36.52
29-11-2022,Bengaluru,Bengaluru - Silk Board,83.91,201.34,25.03,17.55,5.75,0.81,38.94
30-11-2022,Bengaluru,Bengaluru - Silk Board,69.24,166.05,25.41,19.3,5.74,0.82,39.12
01-12-2022,Bengaluru,Bengaluru - Silk Board,58.16,139.48,23.7,15.81,5.68,0.73,32.24
02-12-2022,Bengaluru,Bengaluru - Silk Board,34.96,83.92,24.4,18.32,5.62,0.74,24.59
03-12-2022,Bengaluru,Bengaluru - Silk Board,17.56,42.14,23.54,12.97,5.54,0.44,22.43
04-12-2022,Bengaluru,Bengaluru - Silk Board,17.53,42.24,26.29,9.63,5.76,0.4,26.25
05-12-2022,Bengaluru,Bengaluru - Silk Board,55.41,132.92,26.96,11.87,5.76,0.59,33.2
06-12-2022,Bengaluru,Bengaluru - Silk Board,72.33,173.64,23.63,17.83,5.85,0.81,32.13
07-12-2022,Bengaluru,Bengaluru - Silk Board,65.97,158.3,21.96,37.56,6.02,1.22,27.12
08-12-2022,Bengaluru,Bengaluru - Silk Board,66.91,160.54,15.84,31.87,5.83,0.98,28.63
09-12-2022,Bengaluru,Bengaluru - Silk Board,63.53,152.5,19.08,26.46,5.86,0.99,33.45
10-12-2022,Bengaluru,Bengaluru - Silk Board,29.67,71.28,11.7,31.56,5.69,1.09,21.78
11-12-2022,Bengaluru,Bengaluru - Silk Board,23.0,55.0,,45.5,5.28,0.59,19.5
12-12-2022,Bengaluru,Bengaluru - Silk Board,,,,,,,
13-12-2022,Bengaluru,Bengaluru - Silk Board,10.42,24.9,0.99,46.19,5.59,0.49,26.13
14-12-2022,Bengaluru,Bengaluru - Silk Board,16.74,40.2,15.26,55.64,5.5,0.67,24.49
15-12-2022,Bengaluru,Bengaluru - Silk Board,28.44,68.28,26.19,62.02,5.63,0.81,24.42
16-12-2022,Bengaluru,Bengaluru - Silk Board,48.91,117.49,44.26,48.44,5.5,1.03,22.52
17-12-2022,Bengaluru,Bengaluru - Silk Board,51.92,122.05,35.4,31.9,5.47,0.76,24.05
18-12-2022,Bengaluru,Bengaluru - Silk Board,63.95,140.76,47.07,24.25,5.34,0.56,32.25
19-12-2022,Bengaluru,Bengaluru - Silk Board,60.69,133.5,40.07,25.62,5.59,0.6,31.55
20-12-2022,Bengaluru,Bengaluru - Silk Board,44.74,98.46,22.01,24.57,5.34,0.58,26.47
21-12-2022,Bengaluru,Bengaluru - Silk Board,46.52,102.31,23.74,20.51,5.45,0.54,25.58
22-12-2022,Bengaluru,Bengaluru - Silk Board,46.37,102.05,13.15,26.06,5.54,0.82,21.63
23-12-2022,Bengaluru,Bengaluru - Silk Board,58.24,128.14,17.11,25.17,5.53,0.8,24.21
24-12-2022,Bengaluru,Bengaluru - Silk Board,54.6,98.67,20.27,24.35,5.34,0.68,25.24
25-12-2022,Bengaluru,Bengaluru - Silk Board,30.51,54.95,23.58,20.49,5.25,0.57,23.02
26-12-2022,Bengaluru,Bengaluru - Silk Board,6.83,12.41,30.15,16.75,5.45,0.43,21.43
27-12-2022,Bengaluru,Bengaluru - Silk Board,13.6,24.55,27.76,18.08,5.28,0.58,22.31
28-12-2022,Bengaluru,Bengaluru - Silk Board,15.01,27.05,31.52,16.13,5.4,0.41,26.78
29-12-2022,Bengaluru,Bengaluru - Silk Board,21.41,38.51,29.3,17.42,5.36,0.47,26.99
30-12-2022,Bengaluru,Bengaluru - Silk Board,37.76,67.98,20.74,22.46,5.48,0.71,25.94
31-12-2022,Bengaluru,Bengaluru - Silk Board,43.78,78.82,20.78,23.05,5.44,0.72,28.22
01-01-2023,Bengaluru,Bengaluru - Silk Board,45.81,82.42,24.41,20.49,5.56,0.63,29.38
02-01-2023,Bengaluru,Bengaluru - Silk Board,39.42,70.96,33.3,16.39,5.38,0.36,31.1
03-01-2023,Bengaluru,Bengaluru - Silk Board,39.88,71.77,43.92,16.58,5.42,0.48,28.87
04-01-2023,Bengaluru,Bengaluru - Silk Board,44.65,80.44,31.79,16.74,5.39,0.37,34.27
05-01-2023,Bengaluru,Bengaluru - Silk Board,39.47,70.93,16.35,20.81,5.26,0.41,32.67
06-01-2023,Bengaluru,Bengaluru - Silk Board,44.81,80.73,18.63,18.91,5.36,0.56,37.53
07-01-2023,Bengaluru,Bengaluru - Silk Board,56.88,102.45,9.54,19.27,5.4,0.58,34.41
08-01-2023,Bengaluru,Bengaluru - Silk Board,67.72,121.83,8.28,19.43,5.34,0.6,36.06
09-01-2023,Bengaluru,Bengaluru - Silk Board,70.81,127.5,12.06,20.57,5.3,0.9,28.06
10-01-2023,Bengaluru,Bengaluru - Silk Board,47.03,84.5,13.19,16.99,5.49,0.65,33.82
11-01-2023,Bengaluru,Bengaluru - Silk Board,48.33,87.11,13.03,26.06,5.48,1.0,27.26
12-01-2023,Bengaluru,Bengaluru - Silk Board,56.1,101.03,30.0,26.64,5.37,0.73,26.79
13-01-2023,Bengaluru,Bengaluru - Silk Board,50.84,91.5,31.46,24.43,5.57,0.62,28.85
14-01-2023,Bengaluru,Bengaluru - Silk Board,50.76,91.31,34.15,21.48,5.51,0.71,28.83
15-01-2023,Bengaluru,Bengaluru - Silk Board,46.44,83.58,37.47,19.1,5.23,0.54,29.68
16-01-2023,Bengaluru,Bengaluru - Silk Board,43.29,77.89,37.84,18.74,5.36,0.61,27.72
17-01-2023,Bengaluru,Bengaluru - Silk Board,30.83,55.38,46.63,11.89,5.36,0.34,30.69
18-01-2023,Bengaluru,Bengaluru - Silk Board,35.31,63.58,45.52,11.9,5.55,0.48,27.07
19-01-2023,Bengaluru,Bengaluru - Silk Board,46.12,82.95,47.08,10.85,5.58,0.45,30.5
20-01-2023,Bengaluru,Bengaluru - Silk Board,46.91,84.55,48.29,9.93,5.31,0.39,30.43
21-01-2023,Bengaluru,Bengaluru - Silk Board,47.39,85.33,37.51,10.1,5.35,0.47,28.91
22-01-2023,Bengaluru,Bengaluru - Silk Board,44.2,79.61,29.78,9.78,5.37,0.41,31.48
23-01-2023,Bengaluru,Bengaluru - Silk Board,41.36,74.48,30.37,9.27,5.29,0.49,28.73
24-01-2023,Bengaluru,Bengaluru - Silk Board,29.84,53.59,28.95,8.77,5.39,0.35,30.74
25-01-2023,Bengaluru,Bengaluru - Silk Board,35.02,62.97,12.49,8.33,5.44,0.39,32.67
26-01-2023,Bengaluru,Bengaluru - Silk Board,54.7,98.36,11.84,8.87,5.47,0.43,31.93
27-01-2023,Bengaluru,Bengaluru - Silk Board,48.38,87.08,11.46,9.15,5.31,0.43,30.9
28-01-2023,Bengaluru,Bengaluru - Silk Board,43.91,78.99,9.36,10.41,5.53,0.51,27.26
29-01-2023,Bengaluru,Bengaluru - Silk Board,46.99,84.58,10.3,9.82,5.36,0.46,29.87
30-01-2023,Bengaluru,Bengaluru - Silk Board,41.63,75.01,9.86,10.84,5.31,0.57,26.84
31-01-2023,Bengaluru,Bengaluru - Silk Board,36.15,64.94,9.26,11.04,5.34,0.57,24.55
01-02-2023,Bengaluru,Bengaluru - Silk Board,54.05,97.39,8.47,11.56,5.36,0.65,27.17
02-02-2023,Bengaluru,Bengaluru - Silk Board,48.97,88.23,10.43,10.22,5.59,0.59,30.03
03-02-2023,Bengaluru,Bengaluru - Silk Board,44.56,80.16,9.97,10.51,5.31,0.71,26.59
04-02-2023,Bengaluru,Bengaluru - Silk Board,47.33,85.33,11.57,10.1,5.35,0.46,26.97
05-02-2023,Bengaluru,Bengaluru - Silk Board,45.66,82.24,31.03,4.53,5.94,0.52,28.74
06-02-2023,Bengaluru,Bengaluru - Silk Board,46.27,83.2,24.08,3.68,5.41,0.4,33.01
07-02-2023,Bengaluru,Bengaluru - Silk Board,57.69,106.68,28.16,9.84,5.29,0.76,28.94
08-02-2023,Bengaluru,Bengaluru - Silk Board,59.15,112.34,25.75,6.78,5.41,0.74,32.1
09-02-2023,Bengaluru,Bengaluru - Silk Board,68.39,129.05,28.68,9.23,5.23,0.67,32.67
10-02-2023,Bengaluru,Bengaluru - Silk Board,49.03,93.14,28.24,8.15,5.43,0.76,28.21
11-02-2023,Bengaluru,Bengaluru - Silk Board,61.8,117.44,29.3,8.22,5.52,0.74,27.33
12-02-2023,Bengaluru,Bengaluru - Silk Board,54.81,104.16,27.72,8.13,5.38,0.63,28.88
13-02-2023,Bengaluru,Bengaluru - Silk Board,60.05,114.07,26.89,7.52,5.76,0.64,30.54
14-02-2023,Bengaluru,Bengaluru - Silk Board,58.84,111.76,28.75,7.21,5.68,0.75,27.78
15-02-2023,Bengaluru,Bengaluru - Silk Board,59.13,112.22,27.39,6.86,5.47,0.72,27.77
16-02-2023,Bengaluru,Bengaluru - Silk Board,53.09,100.98,24.89,6.46,5.51,0.54,30.23
17-02-2023,Bengaluru,Bengaluru - Silk Board,48.19,91.58,23.57,6.73,5.31,0.5,30.61
18-02-2023,Bengaluru,Bengaluru - Silk Board,,,,,,,
19-02-2023,Bengaluru,Bengaluru - Silk Board,30.35,57.71,19.44,6.59,5.23,0.44,35.79
20-02-2023,Bengaluru,Bengaluru - Silk Board,39.67,75.44,21.54,7.35,5.24,0.74,29.46
21-02-2023,Bengaluru,Bengaluru - Silk Board,46.94,89.03,23.19,7.09,5.2,0.71,30.02
22-02-2023,Bengaluru,Bengaluru - Silk Board,58.66,111.42,20.72,6.68,5.49,0.57,37.11
23-02-2023,Bengaluru,Bengaluru - Silk Board,55.8,105.89,19.13,5.37,5.83,0.59,36.82
24-02-2023,Bengaluru,Bengaluru - Silk Board,41.85,79.45,20.26,6.27,5.34,0.55,27.06
25-02-2023,Bengaluru,Bengaluru - Silk Board,50.86,96.63,21.72,5.63,5.43,0.67,32.97
26-02-2023,Bengaluru,Bengaluru - Silk Board,59.85,113.75,18.59,5.07,5.96,0.57,42.9
27-02-2023,Bengaluru,Bengaluru - Silk Board,35.25,67.08,17.34,4.82,5.48,0.6,34.61
28-02-2023,Bengaluru,Bengaluru - Silk Board,52.74,100.12,16.81,4.33,5.57,0.65,38.54
01-03-2023,Bengaluru,Bengaluru - Silk Board,50.01,101.32,12.51,3.71,5.39,0.57,38.53
02-03-2023,Bengaluru,Bengaluru - Silk Board,43.75,96.22,13.77,3.78,5.45,0.45,39.07
03-03-2023,Bengaluru,Bengaluru - Silk Board,56.74,124.93,17.46,3.45,5.76,0.59,35.58
04-03-2023,Bengaluru,Bengaluru - Silk Board,48.99,107.8,16.88,3.88,5.78,0.6,34.01
05-03-2023,Bengaluru,Bengaluru - Silk Board,48.72,107.27,15.03,3.31,5.87,0.72,39.69
06-03-2023,Bengaluru,Bengaluru - Silk Board,35.04,77.26,11.67,2.82,5.64,0.45,38.81
07-03-2023,Bengaluru,Bengaluru - Silk Board,42.72,93.98,14.91,3.67,5.76,0.59,32.07
08-03-2023,Bengaluru,Bengaluru - Silk Board,42.15,92.63,12.05,3.02,5.82,0.44,36.47
09-03-2023,Bengaluru,Bengaluru - Silk Board,46.54,102.29,13.58,3.24,5.6,0.62,36.41
10-03-2023,Bengaluru,Bengaluru - Silk Board,50.35,110.88,15.12,3.46,5.6,0.54,27.73
11-03-2023,Bengaluru,Bengaluru - Silk Board,,,,,,,
12-03-2023,Bengaluru,Bengaluru - Silk Board,,,,,,,
13-03-2023,Bengaluru,Bengaluru - Silk Board,42.1,101.35,11.0,2.53,5.45,0.63,39.38
14-03-2023,Bengaluru,Bengaluru - Silk Board,43.51,108.76,12.68,2.53,5.6,0.61,33.27
15-03-2023,Bengaluru,Bengaluru - Silk Board,52.21,130.48,13.3,3.02,5.36,0.62,37.63
16-03-2023,Bengaluru,Bengaluru - Silk Board,56.96,142.36,12.19,2.59,5.67,0.71,32.94
17-03-2023,Bengaluru,Bengaluru - Silk Board,39.69,99.26,13.55,3.58,5.38,0.58,28.43
18-03-2023,Bengaluru,Bengaluru - Silk Board,30.83,77.17,14.92,4.41,5.53,0.56,24.21
19-03-2023,Bengaluru,Bengaluru - Silk Board,32.53,81.39,17.33,4.29,5.25,0.75,22.28
20-03-2023,Bengaluru,Bengaluru - Silk Board,33.05,82.7,18.08,3.8,5.48,0.8,21.12
21-03-2023,Bengaluru,Bengaluru - Silk Board,41.77,104.52,19.86,2.39,5.65,1.38,20.65
22-03-2023,Bengaluru,Bengaluru - Silk Board,43.43,107.89,15.0,2.48,5.65,0.54,34.38
23-03-2023,Bengaluru,Bengaluru - Silk Board,32.53,78.01,13.86,2.0,5.77,0.67,23.99
24-03-2023,Bengaluru,Bengaluru - Silk Board,32.16,77.14,12.52,1.83,5.53,0.69,34.42
25-03-2023,Bengaluru,Bengaluru - Silk Board,30.63,73.48,10.77,1.69,5.66,0.54,34.53
26-03-2023,Bengaluru,Bengaluru - Silk Board,33.1,79.38,12.38,1.89,5.61,0.7,50.16
27-03-2023,Bengaluru,Bengaluru - Silk Board,38.24,91.86,15.94,1.59,5.84,1.09,39.71
28-03-2023,Bengaluru,Bengaluru - Silk Board,48.55,116.45,14.83,2.05,5.81,0.86,33.27
29-03-2023,Bengaluru,Bengaluru - Silk Board,46.97,112.7,11.17,1.37,5.73,0.77,22.65
30-03-2023,Bengaluru,Bengaluru - Silk Board,34.96,83.79,12.51,1.67,5.84,0.76,27.77
31-03-2023,Bengaluru,Bengaluru - Silk Board,34.79,83.52,12.56,1.48,5.5,0.73,28.84
01-04-2023,Bengaluru,Bengaluru - Silk Board,35.61,85.44,11.89,1.68,5.62,0.7,30.97
02-04-2023,Bengaluru,Bengaluru - Silk Board,31.67,75.95,11.24,1.92,5.51,0.57,31.64
03-04-2023,Bengaluru,Bengaluru - Silk Board,32.28,77.43,11.11,1.74,5.42,0.57,33.84
04-04-2023,Bengaluru,Bengaluru - Silk Board,32.54,78.15,12.94,1.95,5.47,0.79,26.34
05-04-2023,Bengaluru,Bengaluru - Silk Board,43.76,105.01,13.01,1.8,5.45,0.97,28.11
06-04-2023,Bengaluru,Bengaluru - Silk Board,35.72,85.77,10.85,1.65,5.57,0.55,28.57
07-04-2023,Bengaluru,Bengaluru - Silk Board,40.41,97.03,9.04,1.42,5.74,0.39,28.01
08-04-2023,Bengaluru,Bengaluru - Silk Board,30.72,73.74,8.66,1.23,5.56,0.36,24.85
09-04-2023,Bengaluru,Bengaluru - Silk Board,28.43,68.24,8.56,1.22,5.77,0.33,23.32
10-04-2023,Bengaluru,Bengaluru - Silk Board,25.91,62.15,8.4,1.29,5.6,0.33,25.87
11-04-2023,Bengaluru,Bengaluru - Silk Board,37.19,89.41,9.7,1.24,5.6,0.48,27.41
12-04-2023,Bengaluru,Bengaluru - Silk Board,39.04,93.73,10.29,1.01,5.51,0.5,29.97
13-04-2023,Bengaluru,Bengaluru - Silk Board,59.05,141.81,11.13,0.97,5.56,0.66,28.88
14-04-2023,Bengaluru,Bengaluru - Silk Board,64.96,139.42,9.83,0.83,6.86,0.69,32.02
15-04-2023,Bengaluru,Bengaluru - Silk Board,45.0,85.51,10.87,0.91,5.87,0.66,29.87
16-04-2023,Bengaluru,Bengaluru - Silk Board,64.46,122.53,11.16,0.91,6.04,0.73,30.86
17-04-2023,Bengaluru,Bengaluru - Silk Board,50.79,96.49,9.53,0.74,6.0,0.66,30.54
18-04-2023,Bengaluru,Bengaluru - Silk Board,53.12,100.89,10.58,0.99,6.18,0.72,29.43
19-04-2023,Bengaluru,Bengaluru - Silk Board,49.9,94.83,10.24,0.81,5.87,0.77,29.0
20-04-2023,Bengaluru,Bengaluru - Silk Board,49.19,93.44,10.18,0.74,5.66,0.82,25.3
21-04-2023,Bengaluru,Bengaluru - Silk Board,43.63,82.82,10.01,0.85,5.55,0.72,23.35
22-04-2023,Bengaluru,Bengaluru - Silk Board,40.73,77.36,10.37,0.78,5.41,0.84,23.26
23-04-2023,Bengaluru,Bengaluru - Silk Board,38.16,72.4,9.49,0.78,5.45,0.66,29.01
24-04-2023,Bengaluru,Bengaluru - Silk Board,33.05,62.75,7.08,0.61,5.5,0.43,31.46
25-04-2023,Bengaluru,Bengaluru - Silk Board,28.16,53.61,6.96,0.64,5.75,0.39,26.42
26-04-2023,Bengaluru,Bengaluru - Silk Board,30.55,58.06,8.1,0.81,5.59,0.46,26.8
27-04-2023,Bengaluru,Bengaluru - Silk Board,37.58,71.41,7.23,0.67,5.71,0.41,28.43
28-04-2023,Bengaluru,Bengaluru - Silk Board,35.79,67.95,6.97,0.71,5.8,0.76,25.56
29-04-2023,Bengaluru,Bengaluru - Silk Board,50.31,95.56,8.19,0.69,6.0,0.53,27.41
30-04-2023,Bengaluru,Bengaluru - Silk Board,,,,,,,
01-05-2023,Bengaluru,Bengaluru - Silk Board,,,39.61,3.13,5.27,0.48,22.67
02-05-2023,Bengaluru,Bengaluru - Silk Board,20.4,36.63,57.66,3.23,5.47,0.5,22.38
03-05-2023,Bengaluru,Bengaluru - Silk Board,28.96,52.16,73.78,2.17,5.52,1.28,21.33
04-05-2023,Bengaluru,Bengaluru - Silk Board,22.1,39.67,60.44,2.13,5.5,0.71,22.8
05-05-2023,Bengaluru,Bengaluru - Silk Board,23.83,42.81,57.77,2.2,5.43,0.72,21.21
06-05-2023,Bengaluru,Bengaluru - Silk Board,26.37,47.41,61.73,2.32,5.54,0.59,21.27
07-05-2023,Bengaluru,Bengaluru - Silk Board,24.2,43.52,71.23,10.65,5.52,0.76,21.17
08-05-2023,Bengaluru,Bengaluru - Silk Board,28.95,52.01,75.97,22.84,5.43,1.08,20.34
09-05-2023,Bengaluru,Bengaluru - Silk Board,32.31,58.15,47.51,26.15,5.42,0.86,21.04
10-05-2023,Bengaluru,Bengaluru - Silk Board,34.33,61.68,31.46,27.13,5.46,0.56,22.94
11-05-2023,Bengaluru,Bengaluru - Silk Board,36.6,65.85,30.65,25.47,5.45,0.64,24.53
12-05-2023,Bengaluru,Bengaluru - Silk Board,39.15,70.54,30.94,20.22,5.39,0.78,23.79
13-05-2023,Bengaluru,Bengaluru - Silk Board,33.89,60.92,22.93,16.35,5.48,0.64,22.87
14-05-2023,Bengaluru,Bengaluru - Silk Board,33.39,60.01,20.74,11.98,5.49,0.72,21.83
